Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,SCA_PassLive,SCA_PassDead,SCA_TO,SCA_Sh,SCA_Fld,SCA_Def,GCA,GCA90,GCA_PassLive,GCA_PassDead,GCA_TO,GCA_Sh,GCA_Fld,GCA_Def
Unai Gómez,ESP,"MF,FW",Athletic Club,21,2003,14.3,23,1.61,15,4,1,2,1,0,3,0.21,2,0,0,1,0,0
Fabio González,ESP,MF,Las Palmas,27,1997,0.6,2,3.4,2,0,0,0,0,0,1,1.7,1,0,0,0,0,0
Peter González,DOM,"MF,FW",Getafe,22,2002,5.3,13,2.44,7,1,0,3,1,1,1,0.19,1,0,0,0,0,0
Urko González,ESP,MF,Espanyol,23,2001,15.3,23,1.51,19,0,2,1,1,0,5,0.33,5,0,0,0,0,0
Urko González,ESP,MF,Real Sociedad,23,2001,0.5,1,2.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Andoni Gorosabel,ESP,DF,Athletic Club,27,1996,16.5,32,1.94,29,2,1,0,0,0,2,0.12,2,0,0,0,0,0
José Gragera,ESP,MF,Espanyol,23,2000,6.3,7,1.11,4,0,0,0,1,2,0,0.0,0,0,0,0,0,0
Dominik Greif,SVK,GK,Mallorca,27,1997,31.0,5,0.16,3,2,0,0,0,0,0,0.0,0,0,0,0,0,0
Antoine Griezmann,FRA,"FW,MF",Atlético Madrid,33,1991,27.4,93,3.39,69,15,0,6,2,1,13,0.47,12,0,0,1,0,0
Florian Grillitsch,AUT,MF,Valladolid,28,1995,6.9,22,3.17,19,0,1,0,2,0,1,0.14,1,0,0,0,0,0
Vicente Guaita,ESP,GK,Celta Vigo,37,1987,34.0,3,0.09,1,2,0,0,0,0,1,0.03,1,0,0,0,0,0
Sergi Guardiola,ESP,FW,Rayo Vallecano,33,1991,4.0,9,2.24,9,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Nemanja Gudelj,SRB,"MF,DF",Sevilla,32,1991,27.7,34,1.23,19,11,1,0,1,2,2,0.07,0,2,0,0,0,0
Javier Guerra,ESP,MF,Valencia,21,2003,28.7,74,2.58,56,5,5,4,3,1,6,0.21,4,0,0,2,0,0
Ander Guevara,ESP,MF,Alavés,27,1997,21.6,41,1.89,39,1,1,0,0,0,5,0.23,5,0,0,0,0,0
Pape Gueye,SEN,MF,Villarreal,25,1999,24.7,49,1.98,41,2,0,3,1,2,9,0.36,7,1,0,1,0,0
Hugo Guillamón,ESP,MF,Valencia,24,2000,4.0,7,1.73,6,0,1,0,0,0,1,0.25,1,0,0,0,0,0
Carlos Guirao,ESP,MF,Betis,21,2003,1.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Arda Güler,TUR,"MF,FW",Real Madrid,19,2005,13.9,79,5.69,52,13,8,4,1,1,11,0.79,4,3,1,2,1,0
Gerard Gumbau,ESP,MF,Rayo Vallecano,29,1994,9.4,29,3.07,19,9,1,0,0,0,1,0.11,1,0,0,0,0,0
Jon Guridi,ESP,"MF,FW",Alavés,29,1995,23.1,48,2.08,35,3,3,4,1,2,8,0.35,5,0,2,1,0,0
Gorka Guruzeta,ESP,FW,Athletic Club,27,1996,20.4,29,1.42,23,1,0,4,0,1,1,0.05,1,0,0,0,0,0
Sébastien Haller,CIV,FW,Leganés,30,1994,4.5,4,0.89,3,0,1,0,0,0,0,0.0,0,0,0,0,0,0
Henrique,BRA,DF,Valladolid,30,1994,3.9,6,1.53,5,0,0,0,1,0,0,0.0,0,0,0,0,0,0
Javi Hernández,ESP,DF,Leganés,26,1998,26.5,41,1.54,31,6,0,1,2,1,3,0.11,1,0,0,1,1,0
Aridane Hernández,ESP,DF,Rayo Vallecano,35,1989,11.4,9,0.79,7,2,0,0,0,0,0,0.0,0,0,0,0,0,0
Jorge Herrando,ESP,DF,Osasuna,23,2001,15.2,13,0.86,10,0,0,3,0,0,0,0.0,0,0,0,0,0,0
Ander Herrera,ESP,MF,Athletic Club,34,1989,3.0,11,3.64,10,0,0,1,0,0,0,0.0,0,0,0,0,0,0
Sergio Herrera,ESP,GK,Osasuna,31,1993,37.0,6,0.16,4,2,0,0,0,0,0,0.0,0,0,0,0,0,0
Yangel Herrera,VEN,MF,Girona,26,1998,25.1,50,1.99,38,2,1,3,4,2,6,0.24,6,0,0,0,0,0
Juan Herzog,ESP,DF,Las Palmas,21,2003,14.6,3,0.21,2,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Roger Hinojo,ESP,DF,Espanyol,19,2005,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Dinko Horkaš,CRO,GK,Las Palmas,25,1999,12.1,2,0.17,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Pablo Ibáñez,ESP,MF,Osasuna,25,1998,14.4,20,1.39,14,0,1,1,3,1,4,0.28,3,0,0,0,1,0
Stanis Idumbo,BEL,"FW,MF",Sevilla,19,2005,3.2,7,2.21,7,0,0,0,0,0,1,0.32,1,0,0,0,0,0
Iglesias,ESP,DF,Getafe,26,1998,32.1,59,1.84,30,16,4,3,5,1,5,0.16,2,1,0,1,0,1
Borja Iglesias,ESP,FW,Celta Vigo,31,1993,21.7,36,1.66,25,1,0,5,5,0,7,0.32,3,0,0,1,3,0
Kelechi Iheanacho,NGA,FW,Sevilla,27,1996,4.4,12,2.7,8,0,1,3,0,0,0,0.0,0,0,0,0,0,0
Isco,ESP,MF,Betis,32,1992,17.2,111,6.46,75,24,3,4,3,2,14,0.81,10,4,0,0,0,0
Diego Iturralde,ESP,FW,Sevilla,21,2003,0.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Adnan Januzaj,BEL,"MF,FW",Las Palmas,29,1995,6.6,37,5.57,20,9,0,3,5,0,5,0.75,2,0,0,2,1,0
Mikel Jauregizar,ESP,MF,Athletic Club,20,2003,24.9,73,2.93,55,6,1,4,3,4,9,0.36,7,0,0,0,2,0
John Joe,IRL,"MF,FW",Getafe,20,2003,0.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Jofre,ESP,"MF,FW",Espanyol,23,2001,24.1,56,2.33,38,0,6,5,7,0,5,0.21,4,0,0,0,1,0
Joan Jordán,ESP,MF,Alavés,30,1994,15.7,55,3.5,32,20,0,1,2,0,3,0.19,2,1,0,0,0,0
Juanmi,ESP,"FW,MF",Getafe,31,1993,7.7,9,1.16,7,0,1,0,0,1,1,0.13,1,0,0,0,0,0
Juanmi,ESP,"FW,MF",Betis,31,1993,2.7,5,1.84,3,0,1,0,1,0,0,0.0,0,0,0,0,0,0
Juanpe,ESP,DF,Girona,33,1991,8.1,3,0.37,2,0,0,1,0,0,0,0.0,0,0,0,0,0,0
Vinicius Júnior,BRA,FW,Real Madrid,24,2000,25.0,135,5.39,80,1,29,11,11,3,18,0.72,11,0,5,0,2,0
Stanko Jurić,CRO,MF,Valladolid,27,1996,19.2,9,0.47,7,0,0,1,0,1,2,0.1,2,0,0,0,0,0
Willy Kambwala,FRA,DF,Villarreal,19,2004,12.4,5,0.4,3,0,0,2,0,0,0,0.0,0,0,0,0,0,0
Abdoulaye Keita,ESP,"FW,MF",Getafe,21,2002,1.1,1,0.95,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Kenedy,BRA,"MF,FW",Valladolid,28,1996,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Kiké,ESP,FW,Alavés,34,1989,28.2,38,1.35,30,0,0,2,6,0,4,0.14,3,0,0,0,1,0
Koke,ESP,MF,Atlético,Madrid 32,1992,21.4,51,2.38,48,2,0,0,0,1,5,0.23,5,0,0,0,0,0
Jules Koundé,FRA,DF,Barcelona,25,1998,28.9,59,2.04,55,0,2,2,0,0,7,0.24,6,0,0,1,0,0
Alex Král,CZE,MF,Espanyol,26,1998,30.2,42,1.39,31,1,2,2,4,2,1,0.03,1,0,0,0,0,0
Ladislav Krejčí,CZE,DF,Girona,25,1999,27.1,29,1.07,25,1,0,2,1,0,4,0.15,2,0,0,1,1,0
Takefusa Kubo,JPN,"MF,FW",Real Sociedad,23,2001,26.4,114,4.33,72,11,16,2,9,4,8,0.3,2,0,5,0,1,0
Marash Kumbulla,ALB,DF,Espanyol,24,2000,33.0,16,0.48,11,0,1,3,1,0,2,0.06,1,0,1,0,0,0
Yoel Lago,ESP,DF,Celta Vigo,20,2004,6.5,2,0.31,2,0,0,0,0,0,1,0.15,1,0,0,0,0,0
Cyle Larin,CAN,FW,Mallorca,29,1995,19.6,21,1.07,13,0,0,4,4,0,3,0.15,1,0,0,1,1,0
Juanmi Latasa,ESP,FW,Valladolid,23,2001,15.5,30,1.93,21,0,1,5,2,1,0,0.0,0,0,0,0,0,0
Toni Lato,ESP,DF,Mallorca,26,1997,6.9,14,2.03,11,1,0,0,1,1,1,0.15,1,0,0,0,0,0
Robin Le Normand,ESP,DF,Atlético Madrid,27,1996,23.9,7,0.29,4,0,0,3,0,0,1,0.04,0,0,0,1,0,0
Florian Lejeune,FRA,DF,Rayo Vallecano,33,1991,36.9,37,1.0,27,1,1,8,0,0,4,0.11,3,0,0,1,0,0
Iñigo Lekue,ESP,DF,Athletic Club,31,1993,8.6,16,1.86,11,3,0,1,0,1,1,0.12,0,0,0,1,0,0
Thomas Lemar,FRA,MF,Atlético Madrid,28,1995,0.9,4,4.24,3,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Clément Lenglet,FRA,DF,Atlético Madrid,29,1995,21.9,17,0.78,16,0,1,0,0,0,2,0.09,2,0,0,0,0,0
Robert Lewandowski,POL,FW,Barcelona,35,1988,29.6,50,1.69,33,0,4,8,5,0,3,0.1,2,0,0,1,0,0
Samuel Lino,BRA,"MF,DF",Atlético Madrid,24,1999,17.2,49,2.84,39,0,3,4,3,0,6,0.35,4,0,0,1,1,0
Javier Llabrés,ESP,FW,Mallorca,21,2002,0.6,3,4.74,2,0,0,1,0,0,0,0.0,0,0,0,0,0,0
Diego Llorente,ESP,DF,Betis,30,1993,28.0,15,0.54,12,0,0,1,1,1,2,0.07,1,0,0,0,0,1
Enzo Loiodice,FRA,MF,Las Palmas,23,2000,7.6,13,1.71,7,4,1,0,1,0,0,0.0,0,0,0,0,0,0
David López,ESP,DF,Mallorca,21,2003,1.9,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
David López,ESP,DF,Girona,34,1989,27.0,24,0.89,20,0,0,4,0,0,3,0.11,1,0,0,2,0,0
Diego López,ESP,"MF,FW",Valencia,22,2002,30.4,69,2.27,60,1,3,2,3,0,9,0.3,7,0,1,0,1,0
Fermin López,ESP,"MF,FW",Barcelona,21,2003,13.9,57,4.1,39,5,6,4,1,2,7,0.5,7,0,0,0,0,0
Javi López,ESP,DF,Real Sociedad,22,2002,21.5,20,0.93,16,1,1,0,2,0,2,0.09,1,0,0,0,1,0
Pau López,ESP,GK,Girona,29,1994,0.5,1,2.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Roberto López,ESP,MF,Leganés,24,2000,4.4,15,3.41,8,5,1,0,0,1,1,0.23,0,1,0,0,0,0
Unai López,ESP,MF,Rayo Vallecano,28,1995,19.0,53,2.79,43,5,2,1,1,1,2,0.11,1,1,0,0,0,0
Iker Losada,ESP,"FW,MF",Celta Vigo,22,2001,4.0,8,2.02,8,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Iker Losada,ESP,"MF,FW",Betis,22,2001,3.7,8,2.14,7,0,0,1,0,0,0,0.0,0,0,0,0,0,0
Pol Lozano,ESP,MF,Espanyol,24,1999,21.6,40,1.84,32,6,0,0,0,2,2,0.09,2,0,0,0,0,0
Dodi Lukebakio,BEL,FW,Sevilla,26,1997,34.4,119,3.46,65,18,21,5,8,2,9,0.26,6,0,2,0,1,0
Daniel Luna,COL,MF,Mallorca,21,2003,0.2,1,4.5,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Andriy Lunin,UKR,GK,Real Madrid,25,1999,7.0,1,0.14,1,0,0,0,0,0,1,0.14,1,0,0,0,0,0
Darwin Machís,VEN,"MF,FW",Valladolid,31,1993,7.1,15,2.11,8,5,0,1,1,0,1,0.14,1,0,0,0,0,0
Pablo Maffeo,ESP,DF,Mallorca,27,1997,26.3,60,2.28,39,9,5,1,5,1,4,0.15,3,1,0,0,0,0
Jon Magunazelaia,ESP,MF,Real Sociedad,23,2001,0.1,1,12.86,1,0,0,0,0,0,1,12.86,1,0,0,0,0,0
Giorgi Mamardashvili,GEO,GK,Valencia,23,2000,34.0,9,0.26,6,3,0,0,0,0,2,0.06,1,1,0,0,0,0
Reinildo Mandava,MOZ,DF,Atlético Madrid,30,1994,10.5,7,0.67,6,0,0,0,0,1,1,0.1,0,0,0,0,0,1
Javier Manquillo,ESP,DF,Celta Vigo,30,1994,5.7,1,0.18,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Marcão,BRA,DF,Sevilla,28,1996,6.1,2,0.33,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Óscar de Marcos,ESP,DF,Athletic Club,35,1989,17.4,47,2.7,43,3,0,0,1,0,8,0.46,8,0,0,0,0,0
Alberto Marí,ESP,FW,Valencia,23,2001,0.1,1,12.86,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
José María Giménez,URU,DF,Atlético Madrid,29,1995,22.2,7,0.32,7,0,0,0,0,0,1,0.05,1,0,0,0,0,0
Arkaitz Mariezkurrena,ESP,"FW,MF",Real Sociedad,19,2005,2.7,7,2.61,4,0,2,1,0,0,1,0.37,1,0,0,0,0,0
Pablo Marín,ESP,MF,Real Sociedad,21,2003,13.8,26,1.89,22,0,2,0,2,0,2,0.15,2,0,0,0,0,0
Mika Mármol,ESP,DF,Las Palmas,23,2001,26.7,39,1.46,34,4,0,1,0,0,4,0.15,4,0,0,0,0,0
Mario Maroto,ESP,MF,Valladolid,20,2003,0.7,2,2.81,2,0,0,0,0,0,1,1.41,1,0,0,0,0,0
Unai Marrero,ESP,GK,Real Sociedad,22,2001,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Carlos Martín,ESP,"FW,MF",Alavés,22,2002,14.8,29,1.96,20,0,3,4,2,0,3,0.2,1,0,0,2,0,0
Diego Martín,ESP,FW,Las Palmas,20,2003,0.4,2,4.5,0,0,0,0,1,1,0,0.0,0,0,0,0,0,0
Gerard Martín,ESP,DF,Barcelona,22,2002,11.5,27,2.34,26,0,0,0,1,0,3,0.26,3,0,0,0,0,0
Iván Martín,ESP,MF,Girona,25,1999,22.7,56,2.47,53,0,0,2,1,0,4,0.18,3,0,0,1,0,0
Jon Martin,ESP,DF,Real Sociedad,18,2006,10.0,8,0.8,6,0,0,2,0,0,1,0.1,1,0,0,0,0,0
Mario Martín,ESP,MF,Valladolid,20,2004,19.4,33,1.7,20,1,3,3,6,0,1,0.05,1,0,0,0,0,0
Iñigo Martínez,ESP,DF,Barcelona,33,1991,27.7,45,1.63,38,1,1,3,2,0,9,0.33,6,1,1,0,1,0
Javi Martínez,ESP,MF,Osasuna,24,1999,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Ramón Martínez,ESP,DF,Sevilla,21,2002,2.9,6,2.07,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Toni Martínez,ESP,FW,Alavés,27,1997,11.2,27,2.4,16,0,5,2,2,2,1,0.09,0,0,0,1,0,0
Javi Martón,ESP,"FW,MF",Athletic Club,25,1999,0.6,1,1.73,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Omar Mascarell,EQG,MF,Mallorca,31,1993,22.1,15,0.68,12,0,1,1,1,0,0,0.0,0,0,0,0,0,0
Jaime Mata,ESP,"FW,MF",Las Palmas,35,1988,7.3,16,2.19,11,0,1,3,1,0,1,0.14,1,0,0,0,0,0
Borja Mayoral,ESP,FW,Getafe,27,1997,12.4,19,1.54,16,0,1,1,0,1,2,0.16,1,0,0,1,0,0
Kylian Mbappé,FRA,FW,Real Madrid,25,1998,32.3,133,4.12,83,2,23,17,8,0,15,0.46,8,1,2,3,1,0
Oliver McBurnie,SCO,FW,Las Palmas,28,1996,20.4,42,2.06,32,0,3,4,3,0,6,0.29,6,0,0,0,0,0
Scott McKenna,SCO,DF,Las Palmas,27,1996,27.4,12,0.44,8,1,1,2,0,0,0,0.0,0,0,0,0,0,0
Mateo Mejía,ESP,FW,Sevilla,21,2003,0.1,1,8.18,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0
Arthur Melo,BRA,MF,Girona,27,1996,10.5,15,1.43,13,0,0,1,0,1,1,0.1,0,0,0,1,0,0
Brais Méndez,ESP,MF,Real Sociedad,27,1997,17.0,43,2.53,32,7,1,1,2,0,2,0.12,1,1,0,0,0,0
Ferland Mendy,FRA,DF,Real Madrid,29,1995,11.2,5,0.45,4,0,0,0,0,1,1,0.09,1,0,0,0,0,0
Nobel Mendy,FRA,DF,Betis,19,2004,1.2,1,0.83,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Víctor Meseguer,ESP,MF,Valladolid,25,1999,4.6,8,1.72,5,0,0,2,1,0,1,0.22,1,0,0,0,0,0
Miguel,ESP,FW,Leganés,24,1999,19.2,28,1.46,13,0,2,5,6,2,6,0.31,5,0,1,0,0,0
Éder Militão,BRA,DF,Real Madrid,26,1998,10.4,12,1.15,9,0,0,2,0,1,1,0.1,1,0,0,0,0,0
Luis Milla,ESP,MF,Getafe,29,1994,31.9,130,4.07,72,43,4,4,5,2,6,0.19,3,3,0,0,0,0
Pere Milla,ESP,"MF,FW",Espanyol,31,1992,5.1,13,2.57,11,1,0,1,0,0,1,0.2,1,0,0,0,0,0
Óscar Mingueza,ESP,"MF,DF",Celta Vigo,25,1999,30.3,97,3.2,77,9,2,4,3,2,14,0.46,10,1,2,0,1,0
Kim Minsu,KOR,"MF,FW",Girona,18,2006,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Bojan Miovski,MKD,FW,Girona,25,1999,9.7,10,1.03,4,0,1,2,2,1,4,0.41,2,0,0,1,1,0
Rafa Mir,ESP,"FW,MF",Valencia,27,1997,8.4,11,1.31,8,0,0,3,0,0,4,0.48,2,0,0,2,0,0
Luka Modrić,CRO,MF,Real Madrid,38,1985,20.3,122,6.01,84,33,0,4,0,1,15,0.74,12,3,0,0,0,0
Johan Mojica,COL,DF,Mallorca,31,1992,30.6,83,2.71,67,7,4,3,2,0,6,0.2,5,1,0,0,0,0
Alberto Moleiro,ESP,"FW,MF",Las Palmas,20,2003,30.2,106,3.52,76,0,17,7,5,1,6,0.2,3,0,1,1,1,0
Nahuel Molina,ARG,DF,Atlético Madrid,26,1998,17.7,44,2.49,32,6,3,1,0,2,5,0.28,5,0,0,0,0,0
Jon Moncayola,ESP,MF,Osasuna,26,1998,23.3,67,2.87,46,18,0,2,0,1,4,0.17,3,1,0,0,0,0
Gerard Moreno,ESP,FW,Villarreal,32,1992,8.0,39,4.87,31,0,2,3,2,1,4,0.5,2,0,0,1,1,0
Xavier Moreno,ESP,FW,Valladolid,19,2004,0.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Mateu Morey,ESP,DF,Mallorca,24,2000,8.2,12,1.46,9,0,1,0,1,1,1,0.12,1,0,0,0,0,0
Ilaix Moriba,GUI,MF,Celta Vigo,21,2003,23.7,55,2.32,40,0,2,5,4,4,5,0.21,3,0,0,1,1,0
Manu Morlanes,ESP,MF,Mallorca,25,1999,14.9,35,2.35,32,1,0,2,0,0,0,0.0,0,0,0,0,0,0
Raúl Moro,ESP,"MF,FW",Valladolid,21,2002,26.0,94,3.61,57,13,19,1,3,1,9,0.35,6,0,2,0,1,0
Cristhian Mosquera,ESP,DF,Valencia,20,2004,36.9,14,0.38,12,0,0,0,0,2,1,0.03,1,0,0,0,0,0
Santiago Mouriño,URU,DF,Alavés,22,2002,20.5,11,0.54,8,1,0,0,2,0,2,0.1,1,0,0,0,1,0
Abdul Mumin,GHA,DF,Rayo Vallecano,26,1998,22.4,11,0.49,10,0,0,0,1,0,3,0.13,3,0,0,0,0,0
Aihen Muñoz,ESP,DF,Real Sociedad,26,1997,12.2,10,0.82,8,0,0,2,0,0,0,0.0,0,0,0,0,0,0
Álex Muñoz,ESP,DF,Las Palmas,30,1994,15.7,15,0.95,12,1,0,0,2,0,0,0.0,0,0,0,0,0,0
Iker Muñoz,ESP,MF,Osasuna,21,2002,6.8,15,2.21,10,0,1,2,2,0,2,0.29,1,0,0,1,0,0
Javier Muñoz,ESP,"MF,DF",Las Palmas,29,1995,28.8,58,2.02,44,4,5,0,3,2,8,0.28,7,1,0,0,0,0
Víctor Muñoz,ESP,"FW,DF",Real Madrid,21,2003,0.4,1,2.5,1,0,0,0,0,0,1,2.5,1,0,0,0,0,0
Vedat Muriqi,KVX,FW,Mallorca,30,1994,22.9,45,1.97,30,0,2,8,4,1,6,0.26,5,0,0,0,1,0
Juan Musso,ARG,GK,Atlético Madrid,30,1994,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Matija Nastasić,SRB,DF,Leganés,31,1993,23.4,6,0.26,5,0,0,0,1,0,1,0.04,0,0,0,0,1,0
Natan,BRA,DF,Betis,23,2001,24.2,11,0.46,9,0,0,0,1,1,0,0.0,0,0,0,0,0,0
Pau Navarro,ESP,DF,Villarreal,19,2005,10.2,6,0.59,6,0,0,0,0,0,1,0.1,1,0,0,0,0,0
Roberto Navarro,ESP,"MF,FW",Mallorca,22,2002,14.2,44,3.1,36,1,4,1,2,0,2,0.14,2,0,0,0,0,0
Jesús Navas,ESP,"FW,MF",Sevilla,38,1985,4.7,15,3.18,13,2,0,0,0,0,0,0.0,0,0,0,0,0,0
Yvan Neyou,CMR,MF,Leganés,27,1997,25.7,30,1.17,25,0,2,0,3,0,2,0.08,2,0,0,0,0,0
Tanguy Nianzou,FRA,DF,Sevilla,22,2002,5.8,1,0.17,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Saúl Ñíguez,ESP,MF,Sevilla,29,1994,17.3,50,2.9,38,0,0,8,1,3,8,0.46,7,0,0,1,0,0
Tamás Nikitscher,HUN,"MF,DF",Valladolid,24,1999,9.5,4,0.42,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Adrian Niño,ESP,FW,Atlético Madrid,20,2004,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Randy Nteka,ANG,FW,Rayo Vallecano,26,1997,12.5,21,1.67,12,1,1,4,3,0,0,0.0,0,0,0,0,0,0
Unai Núñez,ESP,DF,Athletic Club,27,1997,7.2,2,0.28,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Ørjan Nyland,NOR,GK,Sevilla,33,1990,29.7,11,0.37,10,1,0,0,0,0,2,0.07,1,1,0,0,0,0
Jan Oblak,SVN,GK,Atlético Madrid,31,1993,36.0,6,0.17,4,2,0,0,0,0,1,0.03,1,0,0,0,0,0
Lucas Ocampos,ARG,FW,Sevilla,30,1994,1.9,7,3.6,7,0,0,0,0,0,2,1.03,2,0,0,0,0,0
Álvaro Odriozola,ESP,DF,Real Sociedad,28,1995,0.5,1,2.09,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Thiago Ojeda,ARG,MF,Villarreal,21,2003,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Aingeru Olabarrieta,ESP,FW,Athletic Club,18,2005,0.6,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Olasagasti,ESP,MF,Real,Sociedad 23,2000,9.5,16,1.68,14,0,0,1,1,0,2,0.21,2,0,0,0,0,0
Brian Oliván,ESP,DF,Espanyol,30,1994,11.3,24,2.09,16,8,0,0,0,0,1,0.09,0,1,0,0,0,0
Dani Olmo,ESP,"MF,FW",Barcelona,26,1998,13.5,66,4.9,46,2,7,5,5,1,12,0.89,3,1,3,1,4,0
Aimar Oroz,ESP,MF,Osasuna,22,2001,33.0,92,2.79,75,1,4,7,4,1,8,0.24,6,0,0,2,0,0
Ángel Ortíz,ESP,DF,Betis,20,2004,3.9,6,1.53,5,0,0,0,1,0,2,0.51,2,0,0,0,0,0
David Otorbi,ESP,MF,Valencia,16,2007,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Jesús Owono,EQG,GK,Alavés,23,2001,5.4,1,0.18,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Mikel Oyarzabal,ESP,FW,Real Sociedad,27,1997,25.0,38,1.52,27,0,1,4,6,0,5,0.2,3,0,0,0,2,0
Cenk Özkacar,TUR,DF,Valladolid,23,2000,8.4,1,0.12,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Jon Pacheco,ESP,DF,Real Sociedad,23,2001,9.5,4,0.42,3,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Alex Padilla,ESP,GK,Athletic Club,20,2003,3.6,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Isaac Palazón Camacho,ESP,"MF,FW",Rayo Vallecano,29,1994,24.0,110,4.57,63,25,6,7,9,0,5,0.21,2,3,0,0,0,0
Aitor Paredes,ESP,DF,Athletic Club,24,2000,20.1,8,0.4,8,0,0,0,0,0,1,0.05,1,0,0,0,0,0
Daniel Parejo,ESP,MF,Villarreal,35,1989,25.3,77,3.05,61,13,0,2,1,0,12,0.48,10,1,0,1,0,0
Iago Parente,ESP,DF,Valladolid,18,2006,0.8,2,2.54,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Álvaro Pascual,ESP,FW,Sevilla,22,2002,4.5,6,1.32,4,0,0,2,0,0,1,0.22,1,0,0,0,0,0
Pedri,ESP,MF,Barcelona,21,2002,32.0,165,5.16,148,8,2,2,4,1,17,0.53,15,1,1,0,0,0
Adrià Pedrosa,ESP,DF,Sevilla,26,1998,25.5,47,1.84,31,8,4,3,1,0,4,0.16,4,0,0,0,0,0
Pejiño,ESP,FW,Las,Palmas 28,1996,0.2,1,5.63,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Andy Pelmard,FRA,DF,Las Palmas,24,2000,2.3,3,1.32,1,0,0,1,1,0,0,0.0,0,0,0,0,0,0
Iñaki Peña,ESP,GK,Barcelona,25,1999,15.5,2,0.13,2,0,0,0,0,0,2,0.13,2,0,0,0,0,0
Rubén Peña,ESP,"FW,DF",Osasuna,33,1991,8.6,23,2.67,19,1,1,0,2,0,1,0.12,0,0,0,0,1,0
Nicolas Pépé,CIV,"FW,MF",Villarreal,29,1995,16.7,65,3.9,46,8,5,2,4,0,7,0.42,7,0,0,0,0,0
Peque,ESP,"MF,FW",Sevilla,21,2002,12.6,32,2.54,24,0,0,5,3,0,3,0.24,3,0,0,0,0,0
Ayoze Pérez,ESP,FW,Villarreal,31,1993,21.9,72,3.26,50,0,9,7,4,2,5,0.23,2,0,2,1,0,0
Carles Pérez,ESP,"MF,FW",Getafe,26,1998,15.9,40,2.52,26,1,6,2,3,2,1,0.06,0,0,0,0,0,1
Francisco Perez,ESP,"FW,MF",Valencia,21,2002,6.3,16,2.53,16,0,0,0,0,0,1,0.16,1,0,0,0,0,0
Kike Pérez,ESP,MF,Valladolid,27,1997,13.2,36,2.72,20,11,1,1,2,1,1,0.08,1,0,0,0,0,0
Luis Pérez,ESP,DF,Valladolid,29,1995,28.4,53,1.86,46,6,0,0,0,1,2,0.07,2,0,0,0,0,0
Romain Perraud,FRA,DF,Betis,26,1997,22.2,36,1.62,32,1,1,2,0,0,5,0.23,4,0,0,1,0,0
Valentín Pezzolesi,ESP,DF,Las Palmas,17,2007,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
